library,graph,vertices,edges,cores,mst_weight,mst_edges,time_ms
spark,delaunay_n20.mtx,1048576,3145686,12,-8.893259625E9,1048575,35321.32
spark,delaunay_n20.mtx,1048576,3145686,12,-8.893259625E9,1048575,32938.67
spark,delaunay_n20.mtx,1048576,3145686,12,-8.893259625E9,1048575,32404.89
spark,delaunay_n20.mtx,1048576,3145686,12,-8.893259625E9,1048575,33585.26
spark,delaunay_n20.mtx,1048576,3145686,12,-8.893259625E9,1048575,33741.58
